日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20250829,三和ホールディングス,5929,金属製品,0.1095%,TOPIX Mid400
20250829,文化シヤッター,5930,金属製品,0.0161%,TOPIX Small 1
20250829,三協立山,5932,金属製品,0.0019%,TOPIX Small 2
20250829,アルインコ,5933,金属製品,0.0020%,TOPIX Small 2
20250829,ＬＩＸＩＬ,5938,金属製品,0.0662%,TOPIX Mid400
20250829,ノーリツ,5943,金属製品,0.0081%,TOPIX Small 1
20250829,長府製作所,5946,金属製品,0.0043%,TOPIX Small 2
20250829,リンナイ,5947,金属製品,0.0452%,TOPIX Mid400
20250829,ユニプレス,5949,輸送用機器,0.0045%,TOPIX Small 1
20250829,日東精工,5957,金属製品,0.0019%,TOPIX Small 2
20250829,岡部,5959,金属製品,0.0040%,TOPIX Small 2
20250829,ジーテクト,5970,金属製品,0.0052%,TOPIX Small 1
20250829,東プレ,5975,金属製品,0.0091%,TOPIX Small 1
20250829,高周波熱錬,5976,金属製品,0.0040%,TOPIX Small 2
20250829,東京製綱,5981,金属製品,0.0021%,TOPIX Small 2
20250829,サンコール,5985,金属製品,0.0023%,TOPIX Small 2
20250829,パイオラックス,5988,金属製品,0.0058%,TOPIX Small 1
20250829,エイチワン,5989,金属製品,0.0036%,TOPIX Small 2
20250829,日本発條,5991,金属製品,0.0368%,TOPIX Mid400
20250829,中央発條,5992,金属製品,0.0050%,TOPIX Small 2
20250829,三浦工業,6005,機械,0.0305%,TOPIX Mid400
20250829,タクマ,6013,機械,0.0172%,TOPIX Small 1
20250829,テクノプロ・ホールディングス,6028,サービス業,0.0692%,TOPIX Mid400
20250829,アイ・アールジャパンホールディングス,6035,サービス業,0.0009%,TOPIX Small 2
20250829,ＫｅｅＰｅｒ技研,6036,サービス業,0.0049%,TOPIX Small 1
20250829,Ｇｕｎｏｓｙ,6047,サービス業,0.0013%,TOPIX Small 2
20250829,イー・ガーディアン,6050,サービス業,0.0014%,TOPIX Small 2
20250829,ジャパンマテリアル,6055,サービス業,0.0108%,TOPIX Small 1
20250829,ベクトル,6058,サービス業,0.0037%,TOPIX Small 2
20250829,チャーム・ケア・コーポレーション,6062,サービス業,0.0021%,TOPIX Small 2
20250829,キャリアリンク,6070,サービス業,0.0020%,TOPIX Small 2
20250829,ＩＢＪ,6071,サービス業,0.0014%,TOPIX Small 2
20250829,アサンテ,6073,サービス業,0.0019%,TOPIX Small 2
20250829,バリューＨＲ,6078,サービス業,0.0032%,TOPIX Small 2
20250829,Ｍ＆Ａキャピタルパートナーズ,6080,サービス業,0.0060%,TOPIX Small 1
20250829,ライドオンエクスプレスホールディングス,6082,サービス業,0.0009%,TOPIX Small 2
20250829,シグマクシス・ホールディングス,6088,サービス業,0.0067%,TOPIX Small 1
20250829,ウィルグループ,6089,サービス業,0.0019%,TOPIX Small 2
20250829,メドピア,6095,サービス業,0.0005%,TOPIX Small 2
20250829,リクルートホールディングス,6098,サービス業,1.4952%,TOPIX Core30
20250829,エラン,6099,サービス業,0.0017%,TOPIX Small 2
20250829,ツガミ,6101,機械,0.0106%,TOPIX Small 1
20250829,オークマ,6103,機械,0.0143%,TOPIX Small 1
20250829,芝浦機械,6104,機械,0.0124%,TOPIX Small 1
20250829,アマダ,6113,機械,0.0585%,TOPIX Mid400
20250829,アイダエンジニアリング,6118,機械,0.0048%,TOPIX Small 1
20250829,ＦＵＪＩ,6134,機械,0.0278%,TOPIX Mid400
20250829,牧野フライス製作所,6135,機械,0.0296%,TOPIX Small 1
20250829,オーエスジー,6136,機械,0.0167%,TOPIX Mid400
20250829,旭ダイヤモンド工業,6140,機械,0.0047%,TOPIX Small 1
20250829,ＤＭＧ森精機,6141,機械,0.0492%,TOPIX Mid400
20250829,ソディック,6143,機械,0.0048%,TOPIX Small 1
20250829,ディスコ,6146,機械,0.4613%,TOPIX Large70
20250829,日東工器,6151,機械,0.0015%,TOPIX Small 2
20250829,日進工具,6157,機械,0.0015%,TOPIX Small 2
20250829,冨士ダイス,6167,機械,0.0015%,TOPIX Small 2
20250829,日本郵政,6178,サービス業,0.3541%,TOPIX Large70
20250829,ベルシステム２４ホールディングス,6183,サービス業,0.0034%,TOPIX Small 1
20250829,鎌倉新書,6184,サービス業,0.0012%,TOPIX Small 2
20250829,エアトリ,6191,サービス業,0.0019%,TOPIX Small 2
20250829,アトラエ,6194,サービス業,0.0014%,TOPIX Small 2
20250829,ストライク,6196,サービス業,0.0050%,TOPIX Small 1
20250829,ソラスト,6197,サービス業,0.0031%,TOPIX Small 1
20250829,セラク,6199,サービス業,0.0012%,TOPIX Small 2
20250829,インソース,6200,サービス業,0.0049%,TOPIX Small 1
20250829,豊田自動織機,6201,輸送用機器,0.3195%,TOPIX Mid400
20250829,リケンＮＰＲ,6209,機械,0.0086%,TOPIX Small 1
20250829,島精機製作所,6222,機械,0.0040%,TOPIX Small 1
20250829,オプトラン,6235,機械,0.0064%,TOPIX Small 1
20250829,イワキ,6237,機械,0.0038%,TOPIX Small 2
20250829,フリュー,6238,機械,0.0023%,TOPIX Small 2
20250829,ヤマシンフィルタ,6240,機械,0.0032%,TOPIX Small 2
20250829,日阪製作所,6247,機械,0.0034%,TOPIX Small 2
20250829,やまびこ,6250,機械,0.0089%,TOPIX Small 1
20250829,野村マイクロ・サイエンス,6254,機械,0.0124%,TOPIX Small 1
20250829,平田機工,6258,機械,0.0061%,TOPIX Small 1
20250829,ＰＥＧＡＳＵＳ,6262,機械,0.0017%,TOPIX Small 2
20250829,マルマエ,6264,機械,0.0015%,TOPIX Small 2
20250829,タツモ,6266,機械,0.0035%,TOPIX Small 1
20250829,ナブテスコ,6268,機械,0.0423%,TOPIX Mid400
20250829,三井海洋開発,6269,機械,0.0467%,TOPIX Small 1
20250829,レオン自動機,6272,機械,0.0034%,TOPIX Small 2
20250829,ＳＭＣ,6273,機械,0.2996%,TOPIX Large70
20250829,ホソカワミクロン,6277,機械,0.0100%,TOPIX Small 1
20250829,ユニオンツール,6278,機械,0.0092%,TOPIX Small 1
20250829,瑞光,6279,機械,0.0019%,TOPIX Small 2
20250829,オイレス工業,6282,機械,0.0071%,TOPIX Small 2
20250829,日精エー・エス・ビー機械,6284,機械,0.0065%,TOPIX Small 1
20250829,サトー,6287,機械,0.0065%,TOPIX Small 1
20250829,技研製作所,6289,機械,0.0032%,TOPIX Small 1
20250829,日本エアーテック,6291,機械,0.0013%,TOPIX Small 2
20250829,日精樹脂工業,6293,機械,0.0013%,TOPIX Small 2
20250829,ワイエイシイホールディングス,6298,機械,0.0020%,TOPIX Small 2
20250829,小松製作所,6301,機械,0.5750%,TOPIX Large70
20250829,住友重機械工業,6302,機械,0.0452%,TOPIX Mid400
20250829,日立建機,6305,機械,0.0422%,TOPIX Mid400
20250829,日工,6306,機械,0.0028%,TOPIX Small 2
20250829,巴工業,6309,機械,0.0046%,TOPIX Small 2
20250829,井関農機,6310,機械,0.0044%,TOPIX Small 2
20250829,ＴＯＷＡ,6315,機械,0.0124%,TOPIX Small 1
20250829,北川鉄工所,6317,機械,0.0014%,TOPIX Small 2
20250829,ローツェ,6323,機械,0.0223%,TOPIX Mid400
20250829,クボタ,6326,機械,0.2043%,TOPIX Large70
20250829,荏原実業,6328,機械,0.0050%,TOPIX Small 2
20250829,東洋エンジニアリング,6330,建設業,0.0056%,TOPIX Small 2
20250829,三菱化工機,6331,機械,0.0066%,TOPIX Small 2
20250829,月島ホールディングス,6332,機械,0.0093%,TOPIX Small 2
20250829,帝国電機製作所,6333,機械,0.0049%,TOPIX Small 2
20250829,新東工業,6339,機械,0.0051%,TOPIX Small 2
20250829,澁谷工業,6340,機械,0.0078%,TOPIX Small 2
20250829,アイチ　コーポレーション,6345,機械,0.0051%,TOPIX Small 2
20250829,小森コーポレーション,6349,機械,0.0085%,TOPIX Small 2
20250829,鶴見製作所,6351,機械,0.0064%,TOPIX Small 2
20250829,酒井重工業,6358,機械,0.0019%,TOPIX Small 2
20250829,荏原製作所,6361,機械,0.1468%,TOPIX Mid400
20250829,酉島製作所,6363,機械,0.0040%,TOPIX Small 1
20250829,ＡＩＲＭＡＮ,6364,機械,0.0049%,TOPIX Small 2
20250829,ダイキン工業,6367,機械,0.5609%,TOPIX Core30
20250829,オルガノ,6368,機械,0.0403%,TOPIX Small 1
20250829,トーヨーカネツ,6369,機械,0.0036%,TOPIX Small 2
20250829,栗田工業,6370,機械,0.0653%,TOPIX Mid400
20250829,椿本チエイン,6371,機械,0.0222%,TOPIX Small 1
20250829,日機装,6376,精密機器,0.0080%,TOPIX Small 1
20250829,木村化工機,6378,機械,0.0017%,TOPIX Small 2
20250829,レイズネクスト,6379,建設業,0.0062%,TOPIX Small 2
20250829,アネスト岩田,6381,機械,0.0062%,TOPIX Small 2
20250829,ダイフク,6383,機械,0.1835%,TOPIX Mid400
20250829,サムコ,6387,機械,0.0018%,TOPIX Small 2
20250829,タダノ,6395,機械,0.0128%,TOPIX Mid400
20250829,フジテック,6406,機械,0.0419%,TOPIX Mid400
20250829,ＣＫＤ,6407,機械,0.0158%,TOPIX Small 1
20250829,平和,6412,機械,0.0168%,TOPIX Small 1
20250829,理想科学工業,6413,機械,0.0045%,TOPIX Small 2
20250829,ＳＡＮＫＹＯ,6417,機械,0.0795%,TOPIX Mid400
20250829,日本金銭機械,6418,機械,0.0028%,TOPIX Small 2
20250829,マースグループホールディングス,6419,機械,0.0049%,TOPIX Small 1
20250829,ガリレイ,6420,機械,0.0125%,TOPIX Small 2
20250829,ダイコク電機,6430,機械,0.0026%,TOPIX Small 1
20250829,竹内製作所,6432,機械,0.0217%,TOPIX Small 1
20250829,アマノ,6436,機械,0.0278%,TOPIX Mid400
20250829,ＪＵＫＩ,6440,機械,0.0015%,TOPIX Small 2
20250829,ジャノメ,6445,機械,0.0021%,TOPIX Small 2
20250829,ブラザー工業,6448,電気機器,0.0776%,TOPIX Mid400
20250829,マックス,6454,機械,0.0158%,TOPIX Small 1
20250829,モリタホールディングス,6455,輸送用機器,0.0080%,TOPIX Small 2
20250829,グローリー,6457,機械,0.0233%,TOPIX Mid400
20250829,新晃工業,6458,機械,0.0084%,TOPIX Small 1
20250829,大和冷機工業,6459,機械,0.0060%,TOPIX Small 2
20250829,セガサミーホールディングス,6460,機械,0.0583%,TOPIX Mid400
20250829,ＴＰＲ,6463,機械,0.0070%,TOPIX Small 1
20250829,ツバキ・ナカシマ,6464,機械,0.0019%,TOPIX Small 1
20250829,ホシザキ,6465,機械,0.0849%,TOPIX Mid400
20250829,大豊工業,6470,機械,0.0014%,TOPIX Small 2
20250829,日本精工,6471,機械,0.0334%,TOPIX Mid400
20250829,ＮＴＮ,6472,機械,0.0180%,TOPIX Mid400
20250829,ジェイテクト,6473,機械,0.0278%,TOPIX Mid400
20250829,不二越,6474,機械,0.0059%,TOPIX Small 1
20250829,ミネベアミツミ,6479,電気機器,0.1026%,TOPIX Mid400
20250829,日本トムソン,6480,機械,0.0040%,TOPIX Small 2
20250829,ＴＨＫ,6481,機械,0.0536%,TOPIX Mid400
20250829,ＹＵＳＨＩＮ,6482,機械,0.0013%,TOPIX Small 2
20250829,前澤給装工業,6485,機械,0.0024%,TOPIX Small 2
20250829,イーグル工業,6486,機械,0.0065%,TOPIX Small 1
20250829,ＰＩＬＬＡＲ,6490,機械,0.0087%,TOPIX Small 1
20250829,キッツ,6498,機械,0.0124%,TOPIX Small 1
20250829,日立製作所,6501,電気機器,2.3848%,TOPIX Core30
20250829,三菱電機,6503,電気機器,0.8365%,TOPIX Core30
20250829,富士電機,6504,電気機器,0.1330%,TOPIX Mid400
20250829,安川電機,6506,電気機器,0.0744%,TOPIX Mid400
20250829,シンフォニアテクノロジー,6507,電気機器,0.0183%,TOPIX Small 1
20250829,明電舎,6508,電気機器,0.0229%,TOPIX Small 1
20250829,山洋電気,6516,電気機器,0.0100%,TOPIX Small 1
20250829,デンヨー,6517,電気機器,0.0048%,TOPIX Small 2
20250829,ＰＨＣホールディングス,6523,電気機器,0.0043%,TOPIX Small 1
20250829,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,電気機器,0.0469%,TOPIX Mid400
20250829,ソシオネクスト,6526,電気機器,0.0664%,TOPIX Mid400
20250829,ベイカレント,6532,サービス業,0.1450%,TOPIX Mid400
20250829,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6533,サービス業,0.0004%,TOPIX Small 2
20250829,アイモバイル,6535,サービス業,0.0022%,TOPIX Small 2
20250829,ＭＳ－Ｊａｐａｎ,6539,サービス業,0.0013%,TOPIX Small 2
20250829,ジャパンエレベーターサービスホールディングス,6544,サービス業,0.0355%,TOPIX Small 1
20250829,エル・ティー・エス,6560,サービス業,0.0007%,TOPIX Small 2
20250829,ミダックホールディングス,6564,サービス業,0.0029%,TOPIX Small 2
20250829,キュービーネットホールディングス,6571,サービス業,0.0018%,TOPIX Small 2
20250829,オープングループ,6572,サービス業,0.0015%,TOPIX Small 2
20250829,三櫻工業,6584,輸送用機器,0.0026%,TOPIX Small 2
20250829,マキタ,6586,機械,0.1448%,TOPIX Mid400
20250829,東芝テック,6588,電気機器,0.0100%,TOPIX Small 1
20250829,芝浦メカトロニクス,6590,電気機器,0.0186%,TOPIX Small 1
20250829,マブチモーター,6592,電気機器,0.0283%,TOPIX Mid400
20250829,ニデック,6594,電気機器,0.3283%,TOPIX Large70
20250829,ユー・エム・シー・エレクトロニクス,6615,電気機器,0.0004%,TOPIX Small 2
20250829,トレックス・セミコンダクター,6616,電気機器,0.0019%,TOPIX Small 2
20250829,東光高岳,6617,電気機器,0.0039%,TOPIX Small 2
20250829,ダブル・スコープ,6619,電気機器,0.0018%,TOPIX Small 2
20250829,宮越ホールディングス,6620,不動産業,0.0010%,TOPIX Small 2
20250829,ダイヘン,6622,電気機器,0.0170%,TOPIX Small 1
20250829,ヤーマン,6630,電気機器,0.0036%,TOPIX Small 1
20250829,ＪＶＣケンウッド,6632,電気機器,0.0227%,TOPIX Mid400
20250829,ミマキエンジニアリング,6638,電気機器,0.0034%,TOPIX Small 2
20250829,大崎電気工業,6644,電気機器,0.0067%,TOPIX Small 2
20250829,オムロン,6645,電気機器,0.0805%,TOPIX Mid400
20250829,日東工業,6651,電気機器,0.0110%,TOPIX Small 1
20250829,ＩＤＥＣ,6652,電気機器,0.0079%,TOPIX Small 1
20250829,ジーエス・ユアサ　コーポレーション,6674,電気機器,0.0345%,TOPIX Mid400
20250829,バッファロー,6676,電気機器,0.0016%,TOPIX Small 2
20250829,テクノメディカ,6678,電気機器,0.0009%,TOPIX Small 2
20250829,ダイヤモンドエレクトリックホールディングス,6699,電気機器,0.0005%,TOPIX Small 2
20250829,日本電気,6701,電気機器,0.7429%,TOPIX Large70
20250829,富士通,6702,電気機器,0.7619%,TOPIX Large70
20250829,沖電気工業,6703,電気機器,0.0173%,TOPIX Small 1
20250829,電気興業,6706,電気機器,0.0020%,TOPIX Small 2
20250829,サンケン電気,6707,電気機器,0.0196%,TOPIX Mid400
20250829,アイホン,6718,電気機器,0.0039%,TOPIX Small 2
20250829,ルネサスエレクトロニクス,6723,電気機器,0.3967%,TOPIX Large70
20250829,セイコーエプソン,6724,電気機器,0.0545%,TOPIX Mid400
20250829,ワコム,6727,電気機器,0.0110%,TOPIX Small 1
20250829,アルバック,6728,電気機器,0.0306%,TOPIX Mid400
20250829,アクセル,6730,電気機器,0.0014%,TOPIX Small 2
20250829,ＥＩＺＯ,6737,電気機器,0.0068%,TOPIX Small 1
20250829,ジャパンディスプレイ,6740,電気機器,0.0019%,TOPIX Small 2
20250829,日本信号,6741,電気機器,0.0064%,TOPIX Small 2
20250829,京三製作所,6742,電気機器,0.0029%,TOPIX Small 2
20250829,能美防災,6744,電気機器,0.0127%,TOPIX Small 2
20250829,ホーチキ,6745,電気機器,0.0049%,TOPIX Small 2
20250829,エレコム,6750,電気機器,0.0102%,TOPIX Small 1
20250829,パナソニック　ホールディングス,6752,電気機器,0.4144%,TOPIX Large70
20250829,シャープ,6753,電気機器,0.0298%,TOPIX Mid400
20250829,アンリツ,6754,電気機器,0.0284%,TOPIX Mid400
20250829,ソニーグループ,6758,電気機器,3.2289%,TOPIX Core30
20250829,ＴＤＫ,6762,電気機器,0.3871%,TOPIX Large70
20250829,帝国通信工業,6763,電気機器,0.0025%,TOPIX Small 2
20250829,タムラ製作所,6768,電気機器,0.0047%,TOPIX Small 1
20250829,アルプスアルパイン,6770,電気機器,0.0341%,TOPIX Mid400
20250829,日本電波工業,6779,電気機器,0.0020%,TOPIX Small 2
20250829,鈴木,6785,電気機器,0.0026%,TOPIX Small 2
20250829,メイコー,6787,電気機器,0.0225%,TOPIX Small 1
20250829,日本トリム,6788,電気機器,0.0024%,TOPIX Small 2
20250829,フォスター電機,6794,電気機器,0.0051%,TOPIX Small 2
20250829,ＳＭＫ,6798,電気機器,0.0013%,TOPIX Small 2
20250829,ヨコオ,6800,電気機器,0.0029%,TOPIX Small 1
20250829,ホシデン,6804,電気機器,0.0130%,TOPIX Small 1
20250829,ヒロセ電機,6806,電気機器,0.0647%,TOPIX Mid400
20250829,日本航空電子工業,6807,電気機器,0.0153%,TOPIX Small 1
20250829,ＴＯＡ,6809,電気機器,0.0027%,TOPIX Small 2
20250829,マクセル,6810,電気機器,0.0092%,TOPIX Small 1
20250829,古野電気,6814,電気機器,0.0154%,TOPIX Small 1
20250829,スミダコーポレーション,6817,電気機器,0.0042%,TOPIX Small 2
20250829,アイコム,6820,電気機器,0.0026%,TOPIX Small 2
20250829,リオン,6823,電気機器,0.0025%,TOPIX Small 2
20250829,横河電機,6841,電気機器,0.1101%,TOPIX Mid400
20250829,新電元工業,6844,電気機器,0.0028%,TOPIX Small 2
20250829,アズビル,6845,電気機器,0.0896%,TOPIX Mid400
20250829,日本光電工業,6849,電気機器,0.0338%,TOPIX Mid400
20250829,チノー,6850,電気機器,0.0024%,TOPIX Small 2
20250829,日本電子材料,6855,電気機器,0.0040%,TOPIX Small 2
20250829,堀場製作所,6856,電気機器,0.0482%,TOPIX Mid400
20250829,アドバンテスト,6857,電気機器,0.8435%,TOPIX Large70
20250829,エスペック,6859,電気機器,0.0070%,TOPIX Small 1
20250829,キーエンス,6861,電気機器,1.3022%,TOPIX Core30
20250829,日置電機,6866,電気機器,0.0073%,TOPIX Small 1
20250829,シスメックス,6869,電気機器,0.1109%,TOPIX Large70
20250829,日本マイクロニクス,6871,電気機器,0.0177%,TOPIX Small 1
20250829,メガチップス,6875,電気機器,0.0103%,TOPIX Small 1
20250829,ＯＢＡＲＡ　ＧＲＯＵＰ,6877,電気機器,0.0053%,TOPIX Small 2
20250829,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,6879,情報・通信業,0.0006%,TOPIX Small 2
20250829,デンソー,6902,輸送用機器,0.4796%,TOPIX Large70
20250829,コーセル,6905,電気機器,0.0035%,TOPIX Small 2
20250829,イリソ電子工業,6908,電気機器,0.0067%,TOPIX Small 1
20250829,オプテックスグループ,6914,電気機器,0.0075%,TOPIX Small 1
20250829,千代田インテグレ,6915,電気機器,0.0022%,TOPIX Small 2
20250829,レーザーテック,6920,電気機器,0.1392%,TOPIX Large70
20250829,スタンレー電気,6923,電気機器,0.0391%,TOPIX Mid400
20250829,ウシオ電機,6925,電気機器,0.0188%,TOPIX Mid400
20250829,日本セラミック,6929,電気機器,0.0061%,TOPIX Small 1
20250829,古河電池,6937,電気機器,0.0024%,TOPIX Small 2
20250829,山一電機,6941,電気機器,0.0060%,TOPIX Small 1
20250829,図研,6947,電気機器,0.0104%,TOPIX Small 1
20250829,日本電子,6951,電気機器,0.0248%,TOPIX Mid400
20250829,カシオ計算機,6952,電気機器,0.0222%,TOPIX Mid400
20250829,ファナック,6954,電気機器,0.4574%,TOPIX Large70
20250829,日本シイエムケイ,6958,電気機器,0.0024%,TOPIX Small 2
20250829,エンプラス,6961,電気機器,0.0035%,TOPIX Small 1
20250829,大真空,6962,電気機器,0.0014%,TOPIX Small 2
20250829,ローム,6963,電気機器,0.0906%,TOPIX Mid400
20250829,浜松ホトニクス,6965,電気機器,0.0598%,TOPIX Mid400
20250829,三井ハイテック,6966,電気機器,0.0087%,TOPIX Small 1
20250829,京セラ,6971,電気機器,0.2816%,TOPIX Large70
20250829,太陽誘電,6976,電気機器,0.0305%,TOPIX Mid400
20250829,村田製作所,6981,電気機器,0.4911%,TOPIX Core30
20250829,双葉電子工業,6986,電気機器,0.0029%,TOPIX Small 2
20250829,日東電工,6988,化学,0.2447%,TOPIX Mid400
20250829,東海理化電機製作所,6995,輸送用機器,0.0162%,TOPIX Small 1
20250829,ニチコン,6996,電気機器,0.0075%,TOPIX Small 1
20250829,日本ケミコン,6997,電気機器,0.0040%,TOPIX Small 2
20250829,ＫＯＡ,6999,電気機器,0.0041%,TOPIX Small 1
20250829,三井Ｅ＆Ｓ,7003,機械,0.0569%,TOPIX Small 1
20250829,カナデビア,7004,機械,0.0188%,TOPIX Small 1
20250829,三菱重工業,7011,機械,1.5196%,TOPIX Core30
20250829,川崎重工業,7012,輸送用機器,0.1559%,TOPIX Mid400
20250829,ＩＨＩ,7013,機械,0.2872%,TOPIX Mid400
20250829,名村造船所,7014,輸送用機器,0.0231%,TOPIX Small 1
20250829,マネジメントソリューションズ,7033,サービス業,0.0020%,TOPIX Small 2
20250829,プロレド・パートナーズ,7034,サービス業,0.0004%,TOPIX Small 2
20250829,フロンティア・マネジメント,7038,サービス業,0.0006%,TOPIX Small 2
20250829,アンビスホールディングス,7071,サービス業,0.0032%,TOPIX Small 1
20250829,カーブスホールディングス,7085,サービス業,0.0053%,TOPIX Small 1
20250829,フォーラムエンジニアリング,7088,サービス業,0.0037%,TOPIX Small 2
20250829,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,7092,サービス業,0.0015%,TOPIX Small 2
20250829,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,7095,サービス業,0.0023%,TOPIX Small 2
20250829,日本車輌製造,7102,輸送用機器,0.0024%,TOPIX Small 2
20250829,三菱ロジスネクスト,7105,輸送用機器,0.0068%,TOPIX Small 1
20250829,フルサト・マルカホールディングス,7128,卸売業,0.0049%,TOPIX Small 1
20250829,ヤマエグループホールディングス,7130,卸売業,0.0071%,TOPIX Small 1
20250829,ＦＰＧ,7148,証券、商品先物取引業,0.0177%,TOPIX Small 1
20250829,ライフネット生命保険,7157,保険業,0.0093%,TOPIX Small 2
20250829,全国保証,7164,その他金融業,0.0399%,TOPIX Mid400
20250829,めぶきフィナンシャルグループ,7167,銀行業,0.1007%,TOPIX Mid400
20250829,ジャパンインベストメントアドバイザー,7172,証券、商品先物取引業,0.0070%,TOPIX Small 1
20250829,東京きらぼしフィナンシャルグループ,7173,銀行業,0.0204%,TOPIX Small 1
20250829,九州フィナンシャルグループ,7180,銀行業,0.0348%,TOPIX Mid400
20250829,かんぽ生命保険,7181,保険業,0.1057%,TOPIX Mid400
20250829,ゆうちょ銀行,7182,銀行業,0.3427%,TOPIX Large70
20250829,富山第一銀行,7184,銀行業,0.0093%,TOPIX Small 1
20250829,コンコルディア・フィナンシャルグループ,7186,銀行業,0.1325%,TOPIX Mid400
20250829,ジェイリース,7187,その他金融業,0.0029%,TOPIX Small 2
20250829,西日本フィナンシャルホールディングス,7189,銀行業,0.0343%,TOPIX Small 1
20250829,ＳＢＩアルヒ,7198,その他金融業,0.0019%,TOPIX Small 2
20250829,プレミアグループ,7199,その他金融業,0.0086%,TOPIX Small 1
20250829,日産自動車,7201,輸送用機器,0.0952%,TOPIX Large70
20250829,いすゞ自動車,7202,輸送用機器,0.1310%,TOPIX Mid400
20250829,トヨタ自動車,7203,輸送用機器,3.5012%,TOPIX Core30
20250829,日野自動車,7205,輸送用機器,0.0133%,TOPIX Mid400
20250829,三菱自動車工業,7211,輸送用機器,0.0356%,TOPIX Mid400
20250829,武蔵精密工業,7220,輸送用機器,0.0186%,TOPIX Small 1
20250829,日産車体,7222,輸送用機器,0.0040%,TOPIX Small 2
20250829,新明和工業,7224,輸送用機器,0.0117%,TOPIX Small 1
20250829,極東開発工業,7226,輸送用機器,0.0085%,TOPIX Small 1
20250829,トピー工業,7231,輸送用機器,0.0055%,TOPIX Small 2
20250829,ティラド,7236,輸送用機器,0.0034%,TOPIX Small 2
20250829,曙ブレーキ工業,7238,輸送用機器,0.0016%,TOPIX Small 2
20250829,タチエス,7239,輸送用機器,0.0083%,TOPIX Small 1
20250829,ＮＯＫ,7240,輸送用機器,0.0230%,TOPIX Mid400
20250829,フタバ産業,7241,輸送用機器,0.0066%,TOPIX Small 1
20250829,カヤバ,7242,輸送用機器,0.0149%,TOPIX Small 1
20250829,市光工業,7244,電気機器,0.0022%,TOPIX Small 2
20250829,大同メタル工業,7245,輸送用機器,0.0041%,TOPIX Small 2
20250829,プレス工業,7246,輸送用機器,0.0056%,TOPIX Small 1
20250829,太平洋工業,7250,輸送用機器,0.0121%,TOPIX Small 1
20250829,アイシン,7259,輸送用機器,0.1117%,TOPIX Mid400
20250829,マツダ,7261,輸送用機器,0.0701%,TOPIX Mid400
20250829,本田技研工業,7267,輸送用機器,0.8919%,TOPIX Core30
20250829,スズキ,7269,輸送用機器,0.3651%,TOPIX Large70
20250829,ＳＵＢＡＲＵ,7270,輸送用機器,0.2028%,TOPIX Large70
20250829,ヤマハ発動機,7272,輸送用機器,0.1223%,TOPIX Mid400
20250829,小糸製作所,7276,電気機器,0.0501%,TOPIX Mid400
20250829,エクセディ,7278,輸送用機器,0.0200%,TOPIX Small 1
20250829,ミツバ,7280,電気機器,0.0040%,TOPIX Small 1
20250829,豊田合成,7282,輸送用機器,0.0237%,TOPIX Mid400
20250829,愛三工業,7283,輸送用機器,0.0085%,TOPIX Small 1
20250829,ヨロズ,7294,輸送用機器,0.0023%,TOPIX Small 2
20250829,エフ・シー・シー,7296,輸送用機器,0.0126%,TOPIX Small 1
20250829,シマノ,7309,輸送用機器,0.1606%,TOPIX Large70
20250829,テイ・エス　テック,7313,輸送用機器,0.0158%,TOPIX Mid400
20250829,三十三フィナンシャルグループ,7322,銀行業,0.0073%,TOPIX Small 2
20250829,第四北越フィナンシャルグループ,7327,銀行業,0.0282%,TOPIX Small 1
20250829,ひろぎんホールディングス,7337,銀行業,0.0444%,TOPIX Mid400
20250829,おきなわフィナンシャルグループ,7350,銀行業,0.0066%,TOPIX Small 2
20250829,ダイレクトマーケティングミックス,7354,サービス業,0.0008%,TOPIX Small 2
20250829,ポピンズ,7358,サービス業,0.0005%,TOPIX Small 2
20250829,ＬＩＴＡＬＩＣＯ,7366,サービス業,0.0029%,TOPIX Small 2
20250829,十六フィナンシャルグループ,7380,銀行業,0.0173%,TOPIX Small 1
20250829,北國フィナンシャルホールディングス,7381,銀行業,0.0133%,TOPIX Small 1
20250829,ネットプロテクションズホールディングス,7383,その他金融業,0.0067%,TOPIX Small 2
20250829,プロクレアホールディングス,7384,銀行業,0.0044%,TOPIX Small 2
20250829,ＦＰパートナー,7388,保険業,0.0021%,TOPIX Small 2
20250829,あいちフィナンシャルグループ,7389,銀行業,0.0123%,TOPIX Small 1
20250829,小野建,7414,卸売業,0.0037%,TOPIX Small 2
20250829,ノジマ,7419,小売業,0.0262%,TOPIX Small 1
20250829,佐鳥電機,7420,卸売業,0.0029%,TOPIX Small 2
20250829,カッパ・クリエイト,7421,小売業,0.0061%,TOPIX Small 1
20250829,伯東,7433,卸売業,0.0050%,TOPIX Small 1
20250829,コンドーテック,7438,卸売業,0.0030%,TOPIX Small 2
20250829,ナガイレーベン,7447,卸売業,0.0062%,TOPIX Small 2
20250829,三菱食品,7451,卸売業,0.0071%,TOPIX Small 1
